Time_Index,solar_pv,rolling_avg,max_480_rolling
3139,0.0243425,0.05588173854166667,0.0243425
3140,0.0043495,0.0558757296875,0.0043495
3141,0.0,0.055879169270833334,0.0
3142,0.0,0.055879169270833334,0.0
3143,0.0,0.055879169270833334,0.0
3144,0.0,0.055879169270833334,0.0
3145,0.0,0.055879169270833334,0.0
3146,0.0,0.055879169270833334,0.0
3147,0.0,0.055879169270833334,0.0
3148,0.0,0.055879169270833334,0.0
3149,0.0,0.055879169270833334,0.0
3150,0.00045,0.055879169270833334,0.00045
3151,0.0112975,0.05587989739583333,0.0112975
3152,0.0382185,0.05586511875,0.0382185
3153,0.08079975,0.0557972875,0.08079975
3154,0.12202175,0.0556631859375,0.12202175
3155,0.15118375,0.05543455625,0.15118375
